iter	Passed	Remaining
1672	8796	33268
1673	8801	33260
1674	8805	33252
1675	8810	33244
1676	8816	33241
1677	8820	33233
1678	8825	33224
1679	8831	33222
1680	8836	33216
1681	8841	33209
1682	8846	33205
1683	8851	33197
1684	8856	33190
1685	8861	33184
1686	8866	33178
1687	8870	33171
1688	8875	33163
1689	8881	33162
1690	8886	33155
1691	8891	33148
1692	8896	33142
1693	8901	33135
1694	8905	33126
1695	8911	33123
1696	8916	33116
1697	8921	33109
1698	8925	33102
1699	8930	33096
1700	8935	33089
1701	8940	33081
1702	8945	33078
1703	8950	33071
1704	8955	33065
1705	8960	33059
1706	8965	33053
1707	8970	33046
1708	8975	33039
1709	8980	33033
1710	8985	33026
1711	8989	33018
1712	8995	33014
1713	9000	33009
1714	9005	33002
1715	9010	32996
1716	9015	32990
1717	9020	32983
1718	9026	32981
1719	9031	32973
1720	9035	32966
1721	9041	32964
1722	9046	32957
1723	9051	32951
1724	9056	32945
1725	9062	32941
1726	9068	32938
1727	9073	32934
1728	9079	32930
1729	9085	32927
1730	9091	32926
1731	9097	32922
1732	9103	32921
1733	9111	32924
1734	9116	32917
1735	9121	32913
1736	9126	32908
1737	9131	32901
1738	9136	32895
1739	9141	32890
1740	9146	32883
1741	9152	32878
1742	9157	32874
1743	9162	32867
1744	9167	32861
1745	9173	32857
1746	9178	32851
1747	9184	32848
1748	9190	32846
1749	9195	32841
1750	9200	32834
1751	9206	32830
1752	9210	32824
1753	9215	32817
1754	9221	32812
1755	9227	32810
1756	9231	32802
1757	9237	32799
1758	9242	32792
1759	9247	32785
1760	9252	32780
1761	9257	32774
1762	9262	32767
1763	9267	32762
1764	9272	32755
1765	9277	32749
1766	9282	32742
1767	9287	32738
1768	9292	32731
1769	9297	32725
1770	9303	32721
1771	9308	32716
1772	9313	32709
1773	9318	32705
1774	9323	32698
1775	9328	32692
1776	9334	32687
1777	9339	32681
1778	9344	32675
1779	9349	32670
1780	9354	32663
1781	9359	32657
1782	9364	32651
1783	9369	32645
1784	9374	32638
1785	9379	32632
1786	9384	32628
1787	9389	32622
1788	9395	32618
1789	9400	32614
1790	9405	32608
1791	9411	32602
1792	9416	32598
1793	9421	32591
1794	9426	32587
1795	9432	32582
1796	9437	32577
1797	9442	32570
1798	9447	32565
1799	9453	32560
1800	9458	32554
1801	9463	32550
1802	9468	32545
1803	9473	32539
1804	9479	32533
1805	9484	32528
1806	9489	32521
1807	9494	32516
1808	9499	32510
1809	9504	32504
1810	9509	32497
1811	9514	32492
1812	9519	32486
1813	9524	32479
1814	9529	32474
1815	9534	32468
1816	9539	32462
1817	9545	32459
1818	9550	32454
1819	9555	32447
1820	9561	32443
1821	9566	32437
1822	9571	32431
1823	9577	32427
1824	9582	32422
1825	9587	32416
1826	9592	32410
1827	9597	32405
1828	9603	32400
1829	9608	32395
1830	9613	32390
1831	9618	32385
1832	9624	32381
1833	9630	32376
1834	9635	32371
1835	9640	32367
1836	9646	32362
1837	9651	32356
1838	9656	32350
1839	9661	32346
1840	9667	32340
1841	9672	32335
1842	9677	32330
1843	9682	32324
1844	9687	32319
1845	9693	32315
1846	9699	32310
1847	9704	32305
1848	9710	32302
1849	9715	32296
1850	9720	32290
1851	9725	32284
1852	9730	32278
1853	9735	32271
1854	9740	32267
1855	9745	32262
1856	9750	32256
1857	9756	32251
1858	9761	32246
1859	9766	32240
1860	9771	32235
1861	9777	32230
1862	9782	32225
1863	9788	32220
1864	9793	32216
1865	9798	32210
1866	9803	32204
1867	9808	32199
1868	9813	32192
1869	9818	32186
1870	9823	32180
1871	9828	32173
1872	9833	32167
1873	9838	32162
1874	9843	32155
1875	9848	32149
1876	9853	32144
1877	9858	32138
1878	9863	32132
1879	9869	32129
1880	9874	32122
1881	9879	32116
1882	9884	32110
1883	9889	32105
1884	9895	32099
1885	9900	32094
1886	9905	32088
1887	9910	32081
1888	9915	32075
1889	9920	32070
1890	9925	32064
1891	9930	32057
1892	9935	32052
1893	9940	32046
1894	9945	32039
1895	9949	32032
1896	9954	32026
1897	9959	32019
1898	9964	32012
1899	9969	32006
1900	9974	31999
1901	9978	31993
1902	9983	31986
1903	9988	31980
1904	9993	31973
1905	9998	31966
1906	10003	31961
1907	10008	31954
1908	10012	31947
1909	10017	31941
1910	10022	31935
1911	10027	31928
1912	10032	31922
1913	10037	31916
1914	10042	31909
1915	10046	31902
1916	10051	31895
1917	10056	31889
1918	10061	31883
1919	10066	31877
1920	10071	31870
1921	10076	31863
1922	10081	31857
1923	10086	31851
1924	10090	31844
1925	10095	31837
1926	10100	31831
1927	10104	31823
1928	10109	31816
1929	10114	31810
1930	10118	31803
1931	10123	31796
1932	10128	31789
1933	10133	31783
1934	10138	31776
1935	10142	31770
1936	10149	31768
1937	10154	31761
1938	10159	31756
1939	10164	31751
1940	10169	31745
1941	10175	31740
1942	10180	31735
1943	10184	31728
1944	10189	31721
1945	10194	31714
1946	10199	31708
1947	10203	31701
1948	10208	31694
1949	10213	31689
1950	10218	31681
1951	10223	31674
1952	10228	31671
1953	10233	31663
1954	10238	31657
1955	10242	31650
1956	10247	31643
1957	10252	31636
1958	10256	31629
1959	10261	31623
1960	10266	31616
1961	10271	31608
1962	10276	31602
1963	10281	31597
1964	10285	31590
1965	10290	31583
1966	10295	31577
1967	10300	31572
1968	10305	31566
1969	10310	31560
1970	10315	31554
1971	10320	31547
1972	10325	31542
1973	10330	31535
1974	10335	31528
1975	10340	31522
1976	10344	31516
1977	10349	31509
1978	10354	31501
1979	10358	31495
1980	10363	31487
1981	10367	31479
1982	10372	31473
1983	10377	31467
1984	10382	31461
1985	10387	31454
1986	10392	31448
1987	10396	31441
1988	10401	31435
1989	10406	31429
1990	10411	31422
1991	10416	31415
1992	10421	31409
1993	10426	31403
1994	10430	31396
1995	10435	31390
1996	10440	31384
1997	10445	31378
1998	10450	31371
1999	10455	31365
2000	10459	31358
2001	10464	31351
2002	10469	31344
2003	10474	31339
2004	10479	31332
2005	10483	31325
2006	10488	31320
2007	10493	31313
2008	10498	31306
2009	10503	31302
2010	10508	31297
2011	10513	31290
2012	10518	31284
2013	10523	31279
2014	10528	31273
2015	10533	31266
2016	10538	31260
2017	10543	31254
2018	10548	31247
2019	10552	31240
2020	10557	31234
2021	10563	31229
2022	10568	31223
2023	10573	31218
2024	10578	31212
2025	10583	31205
2026	10587	31199
2027	10592	31192
2028	10597	31186
2029	10602	31180
2030	10607	31173
2031	10611	31166
2032	10616	31159
2033	10621	31154
2034	10626	31148
2035	10631	31141
2036	10636	31137
2037	10642	31132
2038	10647	31127
2039	10654	31126
2040	10659	31120
2041	10663	31113
2042	10668	31107
2043	10673	31101
2044	10678	31094
2045	10683	31088
2046	10687	31081
2047	10692	31074
2048	10697	31068
2049	10702	31062
2050	10706	31055
2051	10711	31048
2052	10717	31045
2053	10722	31038
2054	10726	31031
2055	10731	31024
2056	10735	31018
2057	10740	31010
2058	10744	31003
2059	10750	31000
2060	10755	30993
2061	10760	30987
2062	10765	30980
2063	10769	30973
2064	10774	30967
2065	10779	30961
2066	10784	30955
2067	10789	30948
2068	10794	30942
2069	10799	30937
2070	10804	30931
2071	10809	30925
2072	10814	30919
2073	10819	30913
2074	10823	30906
2075	10828	30899
2076	10833	30893
2077	10838	30887
2078	10842	30880
2079	10847	30874
2080	10852	30867
2081	10857	30861
2082	10862	30854
2083	10867	30849
2084	10871	30842
2085	10876	30836
2086	10881	30830
2087	10886	30823
2088	10891	30817
2089	10896	30811
2090	10900	30805
2091	10905	30798
2092	10910	30793
2093	10915	30787
2094	10920	30780
2095	10925	30774
2096	10930	30768
2097	10935	30762
2098	10939	30755
2099	10945	30751
2100	10950	30744
2101	10954	30738
2102	10960	30733
2103	10965	30727
2104	10969	30720
2105	10974	30713
2106	10979	30708
2107	10983	30700
2108	10988	30693
2109	10994	30691
2110	11000	30688
2111	11010	30695
2112	11021	30707
2113	11029	30709
2114	11034	30704
2115	11039	30698
2116	11045	30693
2117	11050	30688
2118	11055	30682
2119	11060	30677
2120	11066	30673
2121	11070	30666
2122	11076	30661
2123	11081	30656
2124	11086	30650
2125	11091	30645
2126	11097	30641
2127	11101	30634
2128	11107	30630
2129	11112	30624
2130	11117	30617
2131	11122	30612
2132	11128	30609
2133	11133	30604
2134	11138	30599
2135	11145	30598
2136	11150	30592
2137	11156	30588
2138	11161	30582
2139	11166	30576
2140	11171	30571
2141	11176	30566
2142	11181	30560
2143	11186	30554
2144	11192	30549
2145	11196	30542
2146	11202	30539
2147	11209	30538
2148	11214	30532
2149	11219	30528
2150	11224	30521
2151	11229	30515
2152	11234	30510
2153	11239	30505
2154	11245	30500
2155	11250	30494
2156	11255	30489
2157	11260	30483
2158	11265	30477
2159	11270	30472
2160	11275	30466
2161	11280	30461
2162	11286	30456
2163	11291	30450
2164	11296	30445
2165	11301	30441
2166	11307	30435
2167	11312	30429
2168	11317	30424
2169	11322	30418
2170	11326	30412
2171	11332	30406
2172	11337	30401
2173	11342	30395
2174	11347	30390
2175	11353	30386
2176	11358	30380
2177	11362	30374
2178	11368	30369
2179	11373	30363
2180	11378	30357
2181	11383	30352
2182	11388	30346
2183	11393	30340
2184	11398	30335
2185	11404	30330
2186	11409	30326
2187	11415	30321
2188	11420	30318
2189	11426	30313
2190	11432	30310
2191	11437	30306
2192	11443	30301
2193	11449	30297
2194	11454	30292
2195	11459	30288
2196	11465	30284
2197	11471	30280
2198	11476	30275
2199	11482	30270
2200	11487	30266
2201	11493	30261
2202	11498	30258
2203	11504	30253
2204	11509	30249
2205	11515	30244
2206	11520	30239
2207	11525	30234
2208	11531	30231
2209	11536	30225
2210	11542	30221
2211	11548	30217
2212	11553	30211
2213	11558	30206
2214	11564	30202
2215	11569	30197
2216	11574	30192
2217	11580	30188
2218	11585	30183
2219	11590	30177
2220	11596	30174
2221	11602	30170
2222	11607	30164
2223	11613	30162
2224	11618	30156
2225	11623	30150
2226	11629	30147
2227	11635	30143
2228	11640	30137
2229	11647	30136
2230	11652	30130
2231	11657	30125
2232	11663	30122
2233	11668	30117
2234	11674	30112
2235	11679	30108
2236	11684	30102
2237	11690	30098
2238	11695	30093
2239	11700	30088
2240	11706	30083
2241	11711	30078
2242	11716	30072
2243	11721	30066
2244	11727	30062
2245	11732	30056
2246	11738	30052
2247	11743	30048
2248	11748	30043
2249	11753	30037
2250	11759	30033
2251	11764	30027
2252	11769	30022
2253	11775	30017
2254	11780	30013
2255	11785	30006
2256	11790	30002
2257	11796	29997
2258	11801	29992
2259	11806	29987
2260	11811	29981
2261	11816	29975
2262	11822	29971
2263	11827	29965
2264	11832	29959
2265	11837	29954
2266	11843	29950
2267	11848	29943
2268	11853	29938
2269	11858	29932
2270	11863	29926
2271	11868	29920
2272	11873	29916
2273	11878	29911
2274	11883	29904
2275	11888	29899
2276	11893	29894
2277	11898	29888
2278	11904	29883
2279	11909	29877
2280	11913	29870
2281	11919	29865
2282	11924	29859
2283	11929	29853
2284	11933	29847
2285	11938	29841
2286	11943	29835
2287	11948	29829
2288	11953	29824
2289	11958	29817
2290	11963	29812
2291	11968	29806
2292	11973	29800
2293	11978	29794
2294	11983	29788
2295	11988	29782
2296	11993	29777
2297	11997	29770
2298	12003	29764
2299	12007	29758
2300	12012	29751
2301	12017	29745
2302	12022	29739
2303	12027	29733
2304	12032	29727
2305	12036	29721
2306	12042	29716
2307	12046	29710
2308	12051	29704
2309	12056	29698
2310	12061	29692
2311	12066	29686
2312	12071	29680
2313	12076	29673
2314	12081	29668
2315	12086	29662
2316	12091	29656
2317	12096	29650
2318	12101	29645
2319	12106	29639
2320	12110	29632
2321	12116	29628
2322	12121	29622
2323	12125	29614
2324	12131	29610
2325	12136	29604
2326	12140	29597
2327	12145	29590
2328	12149	29584
2329	12154	29576
2330	12158	29570
2331	12163	29564
2332	12168	29557
2333	12173	29551
2334	12178	29545
2335	12183	29539
2336	12187	29533
2337	12192	29527
2338	12197	29521
2339	12202	29514
2340	12207	29508
2341	12212	29503
2342	12216	29496
2343	12221	29490
2344	12226	29483
2345	12231	29477
2346	12235	29471
2347	12240	29465
2348	12245	29460
2349	12250	29453
2350	12255	29447
2351	12260	29441
2352	12265	29435
2353	12269	29428
2354	12274	29422
2355	12279	29417
2356	12284	29410
2357	12289	29404
2358	12294	29399
2359	12299	29393
2360	12304	29387
2361	12311	29387
2362	12317	29382
2363	12321	29376
2364	12328	29375
2365	12333	29370
2366	12340	29368
2367	12347	29367
2368	12352	29362
2369	12358	29357
2370	12363	29351
2371	12368	29346
2372	12375	29346
2373	12381	29341
2374	12386	29335
2375	12392	29333
2376	12397	29328
2377	12403	29323
2378	12408	29319
2379	12414	29314
2380	12419	29310
2381	12425	29304
2382	12429	29298
2383	12434	29292
2384	12440	29289
2385	12446	29284
2386	12451	29279
2387	12456	29274
2388	12462	29271
2389	12467	29264
2390	12472	29259
2391	12477	29254
2392	12484	29251
2393	12489	29247
2394	12494	29241
2395	12499	29236
2396	12505	29231
2397	12510	29226
2398	12515	29220
2399	12521	29216
2400	12526	29211
2401	12531	29205
2402	12536	29199
2403	12541	29194
2404	12546	29188
2405	12551	29182
2406	12557	29178
2407	12562	29172
2408	12567	29167
2409	12572	29162
2410	12577	29156
2411	12582	29150
2412	12587	29145
2413	12592	29139
2414	12597	29134
2415	12602	29128
2416	12607	29122
2417	12612	29115
2418	12617	29110
2419	12622	29104
2420	12627	29098
2421	12632	29092
2422	12637	29087
2423	12642	29081
2424	12646	29074
2425	12651	29068
2426	12657	29063
2427	12661	29057
2428	12666	29051
2429	12671	29046
2430	12676	29039
2431	12681	29033
2432	12686	29028
2433	12691	29022
2434	12695	29015
2435	12700	29009
2436	12705	29003
2437	12710	28997
2438	12716	28994
2439	12721	28988
2440	12726	28982
2441	12732	28980
2442	12737	28973
2443	12742	28968
2444	12747	28962
2445	12752	28956
2446	12757	28950
2447	12762	28944
2448	12767	28939
2449	12772	28933
2450	12777	28926
2451	12783	28924
2452	12788	28917
2453	12793	28912
2454	12798	28907
2455	12803	28901
2456	12808	28895
2457	12813	28889
2458	12818	28884
2459	12823	28878
2460	12827	28871
2461	12834	28869
2462	12838	28862
2463	12843	28856
2464	12849	28851
2465	12854	28846
2466	12859	28840
2467	12865	28837
2468	12870	28831
2469	12874	28824
2470	12880	28819
2471	12884	28813
2472	12889	28807
2473	12895	28802
2474	12900	28797
2475	12904	28791
2476	12910	28785
2477	12915	28780
2478	12920	28775
2479	12925	28769
2480	12930	28764
2481	12936	28759
2482	12940	28753
2483	12946	28748
2484	12950	28742
2485	12955	28736
2486	12960	28730
2487	12965	28724
2488	12970	28718
2489	12975	28713
2490	12981	28708
2491	12985	28702
2492	12990	28696
2493	12996	28691
2494	13000	28684
2495	13005	28678
2496	13011	28675
2497	13016	28669
2498	13021	28663
2499	13027	28660
2500	13032	28655
2501	13037	28649
2502	13044	28647
2503	13049	28641
2504	13054	28636
2505	13059	28631
2506	13064	28625
2507	13070	28621
2508	13076	28617
2509	13081	28611
2510	13087	28608
2511	13093	28604
2512	13097	28598
2513	13102	28592
2514	13108	28588
2515	13113	28582
2516	13118	28577
2517	13124	28573
2518	13129	28568
2519	13134	28562
2520	13140	28558
2521	13145	28552
2522	13150	28546
2523	13155	28541
2524	13160	28537
2525	13165	28531
2526	13171	28526
2527	13176	28521
2528	13181	28515
2529	13186	28510
2530	13192	28505
2531	13197	28500
2532	13202	28494
2533	13207	28489
2534	13212	28484
2535	13217	28478
2536	13223	28473
2537	13228	28467
2538	13232	28461
2539	13238	28456
2540	13242	28450
2541	13247	28444
2542	13252	28439
2543	13257	28432
2544	13261	28425
2545	13266	28420
2546	13271	28414
2547	13276	28408
2548	13281	28402
2549	13287	28398
2550	13291	28391
2551	13296	28385
2552	13301	28380
2553	13306	28374
2554	13311	28367
2555	13316	28362
2556	13321	28356
2557	13326	28350
2558	13331	28345
2559	13337	28342
2560	13342	28337
2561	13347	28331
2562	13354	28329
2563	13359	28323
2564	13364	28318
2565	13369	28313
2566	13374	28307
2567	13379	28301
2568	13384	28296
2569	13389	28290
2570	13394	28284
2571	13399	28278
2572	13404	28272
2573	13409	28266
2574	13414	28260
2575	13419	28255
2576	13424	28249
2577	13429	28243
2578	13434	28239
2579	13439	28232
2580	13444	28226
2581	13449	28222
2582	13454	28216
2583	13459	28211
2584	13464	28206
2585	13470	28201
2586	13475	28195
2587	13481	28191
2588	13486	28186
2589	13490	28179
2590	13496	28174
2591	13501	28169
2592	13506	28164
2593	13511	28159
2594	13516	28153
2595	13521	28147
2596	13526	28141
2597	13531	28135
2598	13536	28130
2599	13541	28123
2600	13546	28118
2601	13550	28112
2602	13555	28105
2603	13560	28100
2604	13565	28094
2605	13570	28088
2606	13575	28082
2607	13580	28077
2608	13585	28070
2609	13589	28064
2610	13594	28058
2611	13599	28052
2612	13604	28046
2613	13609	28040
2614	13613	28034
2615	13618	28029
2616	13623	28023
2617	13629	28018
2618	13634	28012
2619	13638	28006
2620	13644	28001
2621	13649	27995
2622	13654	27990
2623	13659	27984
2624	13663	27978
2625	13668	27972
2626	13673	27966
2627	13678	27961
2628	13683	27955
2629	13688	27949
2630	13693	27944
2631	13698	27937
2632	13702	27931
2633	13708	27926
2634	13713	27920
2635	13717	27914
2636	13722	27908
2637	13727	27902
2638	13730	27893
2639	13735	27887
2640	13740	27882
2641	13745	27876
2642	13750	27871
2643	13756	27866
2644	13761	27860
2645	13765	27854
2646	13770	27848
2647	13776	27843
2648	13780	27836
2649	13785	27831
2650	13790	27825
2651	13795	27820
2652	13800	27814
2653	13805	27809
2654	13810	27803
2655	13815	27797
2656	13820	27792
2657	13825	27786
2658	13830	27780
2659	13835	27774
2660	13839	27768
2661	13844	27762
2662	13849	27756
2663	13855	27751
2664	13859	27745
2665	13865	27740
2666	13870	27735
2667	13875	27729
2668	13879	27723
2669	13884	27716
2670	13889	27711
2671	13894	27705
2672	13898	27699
2673	13903	27693
2674	13908	27687
2675	13913	27681
2676	13918	27676
2677	13923	27670
2678	13928	27664
2679	13933	27658
2680	13938	27653
2681	13943	27647
2682	13947	27641
2683	13953	27636
2684	13958	27630
2685	13963	27624
2686	13968	27619
2687	13973	27613
2688	13978	27607
2689	13983	27602
2690	13988	27596
2691	13992	27590
2692	13997	27585
2693	14003	27580
2694	14008	27574
2695	14013	27568
2696	14018	27563
2697	14023	27557
2698	14027	27551
2699	14032	27546
2700	14037	27540
2701	14042	27534
2702	14047	27529
2703	14053	27525
2704	14058	27519
2705	14064	27514
2706	14069	27509
2707	14074	27503
2708	14078	27497
2709	14084	27492
2710	14088	27486
2711	14094	27481
2712	14099	27475
2713	14104	27470
2714	14109	27464
2715	14114	27459
2716	14119	27453
2717	14124	27448
2718	14129	27443
2719	14134	27438
2720	14139	27432
2721	14144	27426
2722	14150	27421
2723	14155	27417
2724	14160	27411
2725	14165	27406
2726	14170	27400
2727	14175	27394
2728	14180	27389
2729	14185	27383
2730	14190	27377
2731	14195	27373
2732	14200	27367
2733	14205	27360
2734	14210	27355
2735	14215	27350
2736	14220	27344
2737	14225	27338
2738	14230	27333
2739	14235	27327
2740	14239	27321
2741	14245	27315
2742	14249	27310
2743	14254	27303
2744	14259	27297
2745	14264	27291
2746	14268	27285
2747	14273	27279
2748	14279	27275
2749	14284	27269
2750	14288	27263
2751	14294	27258
2752	14298	27252
2753	14303	27246
2754	14308	27240
2755	14313	27234
2756	14317	27228
2757	14322	27222
2758	14327	27217
2759	14333	27212
2760	14338	27206
2761	14343	27201
2762	14348	27195
2763	14353	27190
2764	14358	27184
2765	14362	27178
2766	14367	27172
2767	14373	27167
2768	14378	27162
2769	14382	27155
2770	14387	27149
2771	14392	27144
2772	14397	27139
2773	14402	27133
2774	14407	27127
2775	14412	27122
2776	14417	27116
2777	14422	27110
2778	14427	27104
2779	14432	27099
2780	14437	27093
2781	14442	27088
2782	14447	27082
2783	14452	27077
2784	14457	27071
2785	14462	27065
2786	14466	27059
2787	14471	27054
2788	14476	27048
2789	14482	27043
2790	14487	27038
2791	14491	27032
2792	14496	27026
2793	14501	27020
2794	14506	27014
2795	14511	27009
2796	14516	27003
2797	14521	26998
2798	14526	26993
2799	14531	26987
2800	14537	26982
2801	14542	26977
2802	14546	26971
2803	14552	26965
2804	14557	26960
2805	14562	26955
2806	14568	26951
2807	14574	26948
2808	14579	26942
2809	14586	26940
2810	14591	26935
2811	14596	26930
2812	14601	26924
2813	14606	26918
2814	14610	26911
2815	14615	26906
2816	14621	26902
2817	14626	26896
2818	14631	26890
2819	14636	26885
2820	14641	26880
2821	14646	26875
2822	14652	26870
2823	14657	26865
2824	14662	26859
2825	14667	26854
2826	14672	26848
2827	14677	26843
2828	14683	26839
2829	14688	26833
2830	14693	26828
2831	14698	26822
2832	14703	26817
2833	14708	26811
2834	14713	26806
2835	14719	26801
2836	14724	26796
2837	14728	26790
2838	14734	26785
2839	14739	26779
2840	14744	26774
2841	14749	26768
2842	14754	26763
2843	14758	26757
2844	14764	26752
2845	14769	26746
2846	14774	26741
2847	14779	26736
2848	14785	26732
2849	14790	26727
2850	14796	26722
2851	14801	26718
2852	14807	26713
2853	14813	26709
2854	14818	26704
2855	14823	26698
2856	14828	26693
2857	14834	26688
2858	14839	26683
2859	14844	26678
2860	14849	26672
2861	14854	26667
2862	14858	26661
2863	14864	26657
2864	14870	26652
2865	14875	26646
2866	14881	26642
2867	14885	26636
2868	14890	26631
2869	14896	26626
2870	14901	26620
2871	14906	26615
2872	14911	26610
2873	14916	26605
2874	14921	26599
2875	14927	26594
2876	14931	26588
2877	14936	26583
2878	14942	26578
2879	14947	26572
2880	14952	26567
2881	14957	26562
2882	14962	26556
2883	14967	26551
2884	14972	26546
2885	14977	26540
2886	14982	26535
2887	14987	26529
2888	14992	26524
2889	14997	26518
2890	15003	26513
2891	15008	26508
2892	15013	26502
2893	15018	26497
2894	15023	26492
2895	15028	26486
2896	15033	26481
2897	15039	26476
2898	15044	26472
2899	15049	26466
2900	15054	26460
2901	15059	26456
2902	15065	26451
2903	15070	26445
2904	15075	26440
2905	15080	26434
2906	15084	26428
2907	15089	26422
2908	15094	26416
2909	15099	26411
2910	15104	26406
2911	15110	26401
2912	15115	26395
2913	15119	26389
2914	15125	26384
2915	15130	26379
2916	15134	26372
2917	15140	26368
2918	15144	26362
2919	15149	26356
2920	15155	26351
2921	15160	26346
2922	15164	26339
2923	15169	26334
2924	15174	26328
2925	15179	26322
2926	15184	26316
2927	15189	26311
2928	15195	26307
2929	15201	26303
2930	15207	26301
2931	15213	26297
2932	15219	26293
2933	15226	26291
2934	15231	26285
2935	15236	26280
2936	15242	26275
2937	15248	26271
2938	15254	26268
2939	15259	26263
2940	15265	26258
2941	15271	26254
2942	15276	26249
2943	15281	26244
2944	15287	26241
2945	15292	26235
2946	15297	26229
2947	15303	26224
2948	15309	26222
2949	15314	26217
2950	15320	26212
2951	15325	26206
2952	15330	26201
2953	15335	26196
2954	15341	26191
2955	15346	26185
2956	15351	26181
2957	15357	26176
2958	15362	26172
2959	15367	26166
2960	15372	26161
2961	15377	26155
2962	15383	26150
2963	15388	26145
2964	15393	26140
2965	15398	26135
2966	15404	26130
2967	15409	26124
2968	15414	26119
2969	15419	26114
2970	15424	26108
2971	15429	26103
2972	15434	26098
2973	15439	26092
2974	15444	26087
2975	15450	26082
2976	15455	26077
2977	15460	26071
2978	15465	26066
2979	15470	26060
2980	15475	26055
2981	15480	26050
2982	15485	26044
2983	15490	26039
2984	15496	26034
2985	15501	26029
2986	15506	26024
2987	15512	26019
2988	15517	26015
2989	15522	26009
2990	15527	26004
2991	15532	25998
2992	15537	25993
2993	15542	25987
2994	15547	25982
2995	15552	25976
2996	15558	25971
2997	15563	25966
2998	15568	25961
2999	15573	25955
3000	15578	25950
3001	15583	25944
3002	15587	25938
3003	15593	25933
3004	15598	25927
3005	15603	25922
3006	15608	25916
3007	15613	25911
3008	15617	25905
3009	15622	25899
3010	15627	25894
3011	15632	25888
3012	15637	25882
3013	15642	25876
3014	15647	25872
3015	15653	25867
3016	15658	25861
3017	15663	25856
3018	15668	25851
3019	15673	25845
3020	15678	25840
3021	15683	25834
3022	15688	25828
3023	15693	25823
3024	15698	25818
3025	15703	25812
3026	15708	25807
3027	15713	25802
3028	15718	25796
3029	15723	25790
3030	15728	25785
3031	15733	25779
3032	15738	25773
3033	15743	25768
3034	15748	25763
3035	15753	25757
3036	15758	25752
3037	15763	25746
3038	15768	25741
3039	15773	25736
3040	15778	25730
3041	15783	25724
3042	15788	25719
3043	15793	25713
3044	15798	25708
3045	15803	25702
3046	15808	25697
3047	15813	25691
3048	15818	25686
3049	15824	25681
3050	15829	25676
3051	15834	25670
3052	15839	25665
3053	15844	25659
3054	15848	25653
3055	15853	25648
3056	15858	25642
3057	15863	25636
3058	15868	25631
3059	15873	25625
3060	15878	25620
3061	15883	25614
3062	15888	25609
3063	15893	25604
3064	15898	25599
3065	15904	25593
3066	15909	25589
3067	15916	25587
3068	15923	25585
3069	15931	25583
3070	15938	25582
3071	15946	25580
3072	15953	25578
3073	15961	25577
3074	15969	25576
3075	15976	25574
3076	15984	25573
3077	15991	25571
3078	15999	25570
3079	16006	25569
3080	16014	25567
3081	16022	25567
3082	16028	25564
3083	16036	25562
3084	16042	25559
3085	16050	25557
3086	16057	25555
3087	16065	25554
3088	16072	25552
3089	16079	25549
3090	16086	25548
3091	16094	25546
3092	16101	25544
3093	16108	25542
3094	16116	25541
3095	16121	25536
3096	16127	25532
3097	16134	25529
3098	16140	25526
3099	16146	25522
3100	16153	25520
3101	16162	25520
3102	16171	25520
3103	16180	25521
3104	16188	25520
3105	16195	25518
3106	16203	25517
3107	16209	25513
3108	16214	25509
3109	16220	25504
3110	16224	25497
3111	16230	25492
3112	16235	25487
3113	16241	25482
3114	16246	25478
3115	16251	25473
3116	16256	25466
3117	16261	25461
3118	16266	25455
3119	16271	25449
3120	16276	25444
3121	16280	25438
3122	16285	25432
3123	16290	25426
3124	16295	25420
3125	16299	25414
3126	16304	25408
3127	16309	25403
3128	16314	25397
3129	16319	25391
3130	16324	25385
3131	16329	25379
3132	16333	25374
3133	16338	25368
3134	16343	25362
3135	16348	25356
3136	16353	25351
3137	16359	25346
3138	16363	25340
3139	16368	25335
3140	16373	25329
3141	16378	25324
3142	16383	25318
3143	16388	25312
3144	16393	25306
3145	16398	25301
3146	16403	25295
3147	16408	25290
3148	16413	25285
3149	16419	25280
3150	16424	25275
3151	16429	25269
3152	16433	25263
3153	16439	25258
3154	16444	25252
3155	16449	25246
3156	16454	25241
3157	16459	25235
3158	16464	25230
3159	16468	25224
3160	16474	25219
3161	16479	25213
3162	16483	25207
3163	16488	25202
3164	16493	25196
3165	16498	25190
3166	16503	25185
3167	16508	25179
3168	16513	25174
3169	16518	25168
3170	16523	25163
3171	16528	25157
3172	16533	25151
3173	16538	25145
3174	16542	25140
3175	16547	25134
3176	16552	25128
3177	16557	25123
3178	16562	25117
3179	16567	25112
3180	16572	25106
3181	16577	25101
3182	16582	25095
3183	16588	25090
3184	16592	25084
3185	16597	25078
3186	16602	25073
3187	16607	25067
3188	16612	25061
3189	16617	25056
3190	16622	25051
3191	16627	25045
3192	16632	25040
3193	16637	25034
3194	16642	25029
3195	16647	25023
3196	16652	25018
3197	16657	25012
3198	16662	25007
3199	16668	25002
3200	16673	24996
3201	16678	24991
3202	16683	24985
3203	16688	24980
3204	16693	24974
3205	16698	24969
3206	16702	24963
3207	16707	24957
3208	16712	24951
3209	16717	24946
3210	16722	24940
3211	16726	24934
3212	16732	24928
3213	16736	24923
3214	16744	24920
3215	16751	24919
3216	16759	24917
3217	16766	24915
3218	16773	24913
3219	16781	24911
3220	16788	24909
3221	16795	24906
3222	16803	24905
3223	16810	24903
3224	16818	24901
3225	16826	24900
