iter	Logloss
682	0.02064039018
683	0.02061320411
684	0.02055419498
685	0.02048144446
686	0.02045201196
687	0.02043502808
688	0.02038643095
689	0.02031494141
690	0.02030132718
691	0.02026656257
692	0.02021717919
693	0.02018967099
694	0.0201595815
695	0.02009907617
696	0.02007672628
697	0.02005116145
698	0.02000888401
699	0.01995718214
700	0.01989059448
701	0.01986202664
702	0.01980039808
703	0.0197638554
704	0.01975679821
705	0.0197467804
706	0.01974127875
707	0.01971002791
708	0.01964938058
709	0.01960123274
710	0.01954825083
711	0.01950228797
712	0.01946836895
713	0.01945224762
714	0.01944358614
715	0.01943516413
716	0.01942757712
717	0.01942092684
718	0.0193971867
719	0.01936516868
720	0.01933852302
721	0.01927857505
722	0.0192241266
723	0.01921552446
724	0.01916065216
725	0.01915335125
726	0.01910913255
727	0.01900504854
728	0.01897603989
729	0.01893930647
730	0.01888893763
731	0.01884080251
732	0.01883093728
733	0.0187779363
734	0.01874856313
735	0.01870657603
736	0.01867548837
737	0.01863675223
738	0.01861872355
739	0.01858637492
740	0.01853883531
741	0.01851499346
742	0.01849135717
743	0.01846442329
744	0.01844554477
745	0.01841311985
746	0.01837584178
747	0.01835637834
748	0.01830452813
749	0.01828908708
750	0.01825319502
751	0.01820672353
752	0.0181971656
753	0.01815524631
754	0.01811447991
755	0.0181072108
756	0.0180554729
757	0.01801661809
758	0.01800562753
759	0.01799897724
760	0.01798625522
761	0.01797612932
762	0.01793799294
763	0.01791444143
764	0.01789864222
765	0.01784634908
766	0.01777292252
767	0.01775456958
768	0.01768948661
769	0.01764515771
770	0.01757209778
771	0.01750581317
772	0.01749095705
773	0.01746805721
774	0.01741451899
775	0.0173901897
776	0.01738643646
777	0.01738183657
778	0.01737321748
779	0.01733523263
780	0.0173234272
781	0.01730531904
782	0.0172772291
783	0.01723225064
784	0.01721153259
785	0.01717139774
786	0.01710177845
787	0.01710175832
788	0.01705873595
789	0.01700538423
790	0.0169523112
791	0.016939888
792	0.01691343837
793	0.01689113193
794	0.01689114677
795	0.01685230997
796	0.01679340045
797	0.01675052961
798	0.01672260708
799	0.01669979519
800	0.01666714668
801	0.01661549568
802	0.01656364335
803	0.01655996958
804	0.01654325591
805	0.01654078907
806	0.01647269779
807	0.01643987232
808	0.01643826379
809	0.01643021266
810	0.01639954885
811	0.01636942334
812	0.01633182949
813	0.01628906038
814	0.01627724224
815	0.01623828994
816	0.01619935883
817	0.01616242939
818	0.01611715953
819	0.01610517714
820	0.01608831406
821	0.01604471207
822	0.01604100651
823	0.01596641964
824	0.01594250149
825	0.0159172482
826	0.01585094346
827	0.01583790567
828	0.01580978182
829	0.01577578121
830	0.01575035519
831	0.01566420343
832	0.015631041
833	0.01562067138
834	0.01559013155
835	0.01557955106
836	0.01552741581
837	0.01552039676
838	0.0154771879
839	0.0154265319
840	0.01536932204
841	0.0153323502
842	0.01529920578
843	0.01529559665
844	0.01526469655
845	0.01523915079
846	0.01522195392
847	0.01519938999
848	0.01517579608
849	0.01515855577
850	0.01513462914
851	0.01511213091
852	0.01507285542
853	0.01506030507
854	0.01503916528
855	0.01500314501
856	0.01498581992
857	0.01496096823
858	0.01495999336
859	0.01494135963
860	0.01492499881
861	0.01487081952
862	0.01482848697
863	0.01482347912
864	0.01481449233
865	0.01480709924
866	0.01478331778
867	0.01476808124
868	0.01474397977
869	0.01468939569
870	0.01465996212
871	0.01463586701
872	0.01460754183
873	0.01459306399
874	0.0145547337
875	0.01454300774
876	0.01453735458
877	0.01453319973
878	0.01449117872
879	0.01448278109
880	0.01448091719
881	0.01445023007
882	0.01441584057
883	0.0143988461
884	0.01436447991
885	0.01434115304
886	0.01431698693
887	0.01428681162
888	0.01427107705
889	0.01424395455
890	0.01419975387
891	0.01416746245
892	0.01416502847
893	0.0141503493
894	0.01414457215
895	0.01412935787
896	0.01409549395
897	0.01409548759
898	0.01406538328
899	0.01403098954
900	0.01399918768
901	0.01397810618
902	0.01393611484
903	0.01391560025
904	0.0139012644
905	0.01386008475
906	0.01384140015
907	0.01378856765
908	0.01376924939
909	0.01371251636
910	0.01370961719
911	0.01369153765
912	0.01367248641
913	0.01365263197
914	0.01362290382
915	0.01358389325
916	0.01355741925
917	0.013519676
918	0.01350726869
919	0.0135017342
920	0.01343657917
921	0.01339619954
922	0.01336876127
923	0.01335832808
924	0.01333387481
925	0.0133114232
926	0.01330352571
927	0.01327651766
928	0.01324326939
929	0.0132221116
930	0.01317350388
931	0.01316536797
932	0.01314362208
933	0.01313262833
934	0.01312859535
935	0.01310098118
936	0.01307500627
937	0.01307181252
938	0.01304850472
939	0.01303401417
940	0.01302202437
941	0.01296321551
942	0.01296144697
943	0.01294993189
944	0.01294804043
945	0.01293799082
946	0.01289930238
947	0.01288591703
948	0.01286824544
949	0.01285353025
950	0.01283243603
951	0.01282141791
952	0.01276747598
953	0.01276750459
954	0.0127635977
955	0.01275031832
956	0.01271024916
957	0.01268534554
958	0.01267825021
959	0.01267396185
960	0.01267024252
961	0.01266227722
962	0.01262581084
963	0.01260832469
964	0.01258499251
965	0.01255259726
966	0.01254707124
967	0.0125423283
968	0.01253464805
969	0.01250462744
970	0.01249258677
971	0.01248695374
972	0.01244159593
973	0.0124156793
974	0.01240363333
975	0.01237080256
976	0.01236134317
977	0.01234435293
978	0.01232933256
979	0.012301356
980	0.01228083505
981	0.01225154135
982	0.01222371737
983	0.01220895343
984	0.01219474475
985	0.01217585458
986	0.01216614723
987	0.01215811835
988	0.01214461856
989	0.01211589177
990	0.01207715564
991	0.01205352253
992	0.01202696482
993	0.01202395121
994	0.01199940046
995	0.01199941211
996	0.01198753145
997	0.01197621875
998	0.01197356118
999	0.01196325514
1000	0.01194979244
1001	0.01191668616
1002	0.01190876537
1003	0.01188827727
1004	0.01184278064
1005	0.01182981597
1006	0.01180699031
1007	0.01180468453
1008	0.01179245419
1009	0.01177205616
1010	0.01174732102
1011	0.01173580382
1012	0.01171598434
1013	0.01168422063
1014	0.01168090396
1015	0.0116566054
1016	0.01165191756
1017	0.01162760417
1018	0.01160355462
1019	0.01159832319
1020	0.01157897313
1021	0.01156733831
1022	0.01154735989
1023	0.01151812024
1024	0.01149763849
1025	0.01147604201
1026	0.01147295952
1027	0.01145518515
1028	0.01143879573
1029	0.01141337077
1030	0.0113896052
1031	0.01138392978
1032	0.01137130949
1033	0.01134993977
1034	0.01132596228
1035	0.01131490919
1036	0.01130359226
1037	0.01127648142
1038	0.01125999239
1039	0.01124247445
1040	0.01122621218
1041	0.01120292452
1042	0.01118984328
1043	0.01116112497
1044	0.01115047031
1045	0.01113217884
1046	0.01111312442
1047	0.01109862116
1048	0.01109118568
1049	0.01107597775
1050	0.01105012894
1051	0.01102963554
1052	0.01100939645
1053	0.01098729981
1054	0.0109719393
1055	0.01095126682
1056	0.0109358724
1057	0.01092428101
1058	0.01092063162
1059	0.01091856321
1060	0.01090567483
1061	0.01089373695
1062	0.01088119507
1063	0.01086460537
1064	0.01084591654
1065	0.01081532796
1066	0.0107992914
1067	0.01078222275
1068	0.01074755881
1069	0.01072178099
1070	0.01070409245
1071	0.01069320679
1072	0.01067825635
1073	0.01067486021
1074	0.01066915088
1075	0.01064817005
1076	0.01064814568
1077	0.01064328723
1078	0.01064040926
1079	0.01061682383
1080	0.01060374154
1081	0.01059325112
1082	0.01055902057
1083	0.01054552502
1084	0.01054182265
1085	0.01050644345
1086	0.01048910141
1087	0.01048106088
1088	0.01046908485
1089	0.01046496815
1090	0.01045051151
1091	0.01043746312
1092	0.01042955399
1093	0.01042550405
1094	0.01041919284
1095	0.01039534887
1096	0.01038769086
1097	0.01036829313
1098	0.01034209993
1099	0.01032211939
1100	0.01029949824
1101	0.01028560321
1102	0.01026732763
1103	0.01025369326
1104	0.01023463249
1105	0.01022714191
1106	0.01022298813
1107	0.01021615664
1108	0.01020996094
1109	0.01018817054
1110	0.01016729885
1111	0.01016288122
1112	0.01015839259
1113	0.01014966329
1114	0.01014287737
1115	0.01012896008
1116	0.01011986732
1117	0.01009913339
1118	0.01007082621
1119	0.01006572088
1120	0.01004025565
1121	0.01002683428
1122	0.01001917945
1123	0.01000361549
1124	0.009993980196
1125	0.009991317325
1126	0.009983068042
1127	0.009978409873
1128	0.009974678887
1129	0.009972354041
1130	0.009967587789
1131	0.009952878952
1132	0.009946071837
1133	0.009938513438
1134	0.009936186473
1135	0.009918085734
1136	0.00989880032
1137	0.009869759878
1138	0.009865175883
1139	0.009862106111
1140	0.009862043593
1141	0.009847052892
1142	0.009825755225
1143	0.009823358324
1144	0.009805803299
1145	0.009789303674
1146	0.009779385461
1147	0.00976846483
1148	0.009763598972
1149	0.00974849595
1150	0.009735868242
1151	0.009725476371
1152	0.009703786638
1153	0.009699665705
1154	0.009678357442
1155	0.009665749868
1156	0.009651295344
1157	0.009649945365
1158	0.009623831643
1159	0.009605202145
1160	0.009598867628
1161	0.009577030606
1162	0.009559491475
1163	0.009556103812
1164	0.009533493254
1165	0.009521951675
1166	0.009498850505
1167	0.009488582611
1168	0.009475331836
1169	0.009465020498
1170	0.00945801629
1171	0.009453979068
1172	0.009439934625
1173	0.009416585498
1174	0.009413255056
1175	0.009398764504
1176	0.009391030206
1177	0.009361893336
1178	0.009357919693
1179	0.009351629681
1180	0.009334448708
1181	0.009328370624
1182	0.009319407145
1183	0.009319424099
1184	0.009308757782
1185	0.009308741887
1186	0.009300282796
1187	0.009284656313
1188	0.009274670283
1189	0.009273335139
1190	0.009249566396
1191	0.00923318545
1192	0.009220017327
1193	0.009207570818
1194	0.009207575056
1195	0.00919608434
1196	0.009166231155
1197	0.009163780212
1198	0.009148390028
1199	0.009142379761
1200	0.009133758545
1201	0.009128131866
1202	0.009109834035
1203	0.009109711117
1204	0.009104659822
1205	0.00909265942
1206	0.009083065457
1207	0.009082247416
1208	0.009080032772
1209	0.009079411825
1210	0.009064890544
1211	0.009058755239
1212	0.009043517643
1213	0.009026039971
1214	0.009023651547
1215	0.009013508691
1216	0.009001878103
1217	0.00899020195
1218	0.008984477785
1219	0.008976980845
1220	0.008962504069
1221	0.008936317232
1222	0.008929068247
1223	0.008920252058
1224	0.008905631171
1225	0.008903290431
1226	0.008889251285
1227	0.00888543076
1228	0.008884101444
1229	0.008865549299
1230	0.008864345021
1231	0.008840254148
1232	0.008824031618
1233	0.008816800117
1234	0.008805392053
1235	0.008784894943
1236	0.008775197135
1237	0.008768924077
1238	0.008754819234
1239	0.008740545909
1240	0.008735011948
1241	0.008727232615
1242	0.008726820946
1243	0.008719333543
1244	0.008707702425
1245	0.008698889414
1246	0.008694146474
1247	0.008685180876
1248	0.008666071362
1249	0.008660949071
1250	0.008652976354
1251	0.008642756674
1252	0.008632335663
1253	0.008630271488
1254	0.008610519833
1255	0.008592622545
1256	0.008562058343
1257	0.008545594745
1258	0.008539360364
1259	0.008531336255
1260	0.008514564302
1261	0.008511827257
1262	0.008510678609
1263	0.008502004411
1264	0.008498768806
1265	0.008482779397
1266	0.008474294345
1267	0.008462178972
1268	0.008457189666
1269	0.008442938063
1270	0.008437860277
1271	0.00843785021
1272	0.008437836965
1273	0.00842760245
1274	0.008417650859
1275	0.008402814865
1276	0.008394979901
1277	0.008393484751
1278	0.008393420113
1279	0.008393366072
1280	0.008389151891
1281	0.008382703463
1282	0.008376735051
1283	0.008370744917
1284	0.008365959062
1285	0.008352647358
1286	0.008352593316
1287	0.008341612286
1288	0.008333146837
1289	0.008331718445
1290	0.008321125242
1291	0.008297283385
1292	0.008283730613
1293	0.008260259628
1294	0.00824230406
1295	0.008229791323
1296	0.008225231171
1297	0.008218424585
1298	0.008215789795
1299	0.00820901023
1300	0.008199730979
1301	0.008198804326
1302	0.008188936445
1303	0.008176759614
1304	0.008170788553
1305	0.008162424299
1306	0.008147670428
1307	0.008134001096
1308	0.008128370709
1309	0.008122620053
1310	0.008107602861
1311	0.008089987967
1312	0.008084505399
1313	0.008071068128
1314	0.008058480157
1315	0.008046313392
1316	0.008041652044
1317	0.008035287327
1318	0.008020731608
1319	0.008011710909
1320	0.007998525831
1321	0.007983296712
1322	0.007971260283
1323	0.007967949443
1324	0.007962949541
1325	0.007958289252
1326	0.007951304648
1327	0.007939574983
1328	0.007929663658
1329	0.00792963028
1330	0.007929614385
1331	0.007913613319
1332	0.0078895696
1333	0.007880782021
1334	0.007880750762
1335	0.007876307699
1336	0.007869674895
1337	0.007869638337
1338	0.007869057126
1339	0.007865953975
1340	0.007858516375
1341	0.00784491433
1342	0.007844900555
1343	0.007841034995
1344	0.007830642064
1345	0.00782128599
1346	0.007815776401
1347	0.007806484434
1348	0.007800218794
1349	0.007790352503
1350	0.007768260108
1351	0.007754371961
1352	0.007744986216
1353	0.007735893461
1354	0.007721581459
1355	0.007721555498
1356	0.007717640135
1357	0.007705814044
1358	0.007699543635
1359	0.00768863731
1360	0.007671699524
1361	0.007657154401
1362	0.007652084563
1363	0.007641498778
1364	0.007627590497
1365	0.007622067134
1366	0.00761405309
1367	0.00760805024
1368	0.007607023981
1369	0.007604833179
1370	0.007604425218
1371	0.007590867149
1372	0.007589493328
1373	0.007577909364
1374	0.007557723787
1375	0.00754611863
1376	0.007538939582
1377	0.007538268831
1378	0.007530292405
1379	0.00752427525
1380	0.007518872685
1381	0.00750998391
1382	0.007506264051
1383	0.007506242328
1384	0.007502968576
1385	0.007491443422
1386	0.007485712369
1387	0.007482075161
1388	0.007475099564
1389	0.007470793194
1390	0.00746790568
1391	0.007462229199
1392	0.007450342178
1393	0.00743792057
1394	0.007435178757
1395	0.007423279021
1396	0.007415694131
1397	0.007406023873
1398	0.007402874629
1399	0.007394578722
1400	0.00738553683
1401	0.00737408532
1402	0.007357677884
1403	0.007339385351
1404	0.007324928178
1405	0.007312521405
1406	0.007308890025
1407	0.007300117281
1408	0.007293055852
1409	0.007293025123
1410	0.007283965747
1411	0.007269362344
1412	0.007256588936
1413	0.007248840332
1414	0.007238210042
1415	0.007232060962
1416	0.007225793203
1417	0.007225568559
1418	0.007213409212
1419	0.007213400735
1420	0.007209378878
1421	0.007201075024
1422	0.007201049063
1423	0.007189990679
1424	0.007189984851
1425	0.007189993329
1426	0.007189977434
1427	0.007179917759
1428	0.007165314356
1429	0.007146594789
1430	0.007140688366
1431	0.007132412593
1432	0.007119397587
1433	0.007108152178
1434	0.007107263141
1435	0.007107247247
1436	0.007106806967
1437	0.007098415693
1438	0.0070964898
1439	0.007092767292
1440	0.007086414231
1441	0.007081048754
1442	0.007081035508
1443	0.007079834408
1444	0.007079844475
1445	0.007074648539
1446	0.007074592378
1447	0.007074601915
1448	0.007074523502
1449	0.007068388727
1450	0.00706838078
1451	0.007063682344
1452	0.007055747244
1453	0.007047803667
1454	0.007047830158
1455	0.007044495477
1456	0.007044490178
1457	0.007044320107
1458	0.007034620709
1459	0.007023976644
1460	0.007015859816
1461	0.007011969884
1462	0.006999533441
1463	0.006991122034
1464	0.006980654399
1465	0.006969988081
1466	0.006960314645
1467	0.006950763596
1468	0.006948290931
1469	0.00694826497
1470	0.006938934856
1471	0.006931291156
1472	0.006924482452
1473	0.006917366982
1474	0.006916332775
1475	0.00691535208
1476	0.006912677023
1477	0.006908154488
1478	0.00690401872
1479	0.006892907884
1480	0.006890300115
1481	0.006884908676
1482	0.006881370544
1483	0.006880881521
1484	0.006877467367
1485	0.006876453294
1486	0.00687643581
1487	0.006872507731
1488	0.006868408521
1489	0.006858207385
1490	0.006855892605
1491	0.00685587883
1492	0.006851818297
1493	0.006851790216
1494	0.006844330894
1495	0.006844337781
1496	0.006840991974
1497	0.006840984027
1498	0.006840863758
1499	0.006829030249
